card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
TATA STAR Select Credit Card,SBI Card,Best SBI,Mastercard,"[""Best SBI"", ""Best SBI Credit Cards""]","₹2,999 + GST","₹2,999 + GST",N/A,,Reward Points,1 RP = ₹1,,"For loyal customers, an anniversary e-gift voucher of ₹3,000 is granted each year if the cardholder spends more than ₹2 lakhs in the previous year. For those who enjoy spending, the TATA STAR Select Credit Card offers a bonus rewards program. Once cardholders reach milestone spends of ₹4 lakhs or ₹5 lakhs within a year, they are eligible to receive STAR e-gift vouchers worth ₹3,000 each. The voucher code will be sent to the registered mobile number within 30 days of reaching the milestone threshold.","{""domestic"": ""2 complimentary visits every quarter"", ""international"": ""N/A""}",,3.5% per month; 42% per annum,3.50%,"1% waiver on fuel transactions between ₹500 and ₹4,000 | 2.5% of transaction amount or ₹500 | ₹99 + GST","The TATA STAR Select Credit Card has a joining fee of ₹2,999 plus taxes and a renewal fee of the same amount. Cardholders receive an e-Gift Voucher worth ₹3,500 from STAR as a welcome benefit. Frequent spenders can earn an anniversary e-gift voucher of ₹3,000 if they spend over ₹2 lakhs in a year. Cardholders get access to premium Mastercard lounges at airports with up to 8 complimentary visits a year. A fuel surcharge waiver of 1% on fuel transactions between ₹500 and ₹4,000.","[""There are bonus vouchers available for milestone spends of ₹4 lakhs or ₹5 lakhs."", ""Earn up to 3 Reward Points for every ₹100 spent on groceries, dining, and more.""]","[""No insurance benefits are offered with the card."", ""The Forex Markup fee of this card is 3.5%, which is quite high.""]",,cardinsider.com,https://cardinsider.com/sbi-card/tata-star-select-credit-card/
Titan SBI Credit Card,SBI Card,Best SBI,,"[""Best Credit Cards for Jewellery Spends"", ""Best SBI"", ""Best SBI Credit Cards""]","₹2,999 + GST","₹2,999 + GST",On Spends of ₹3 Lakh,,Reward Points,Redeem for a Wide Range of Titan Vouchers,,,"{""domestic"": ""8 Visits in a Year (Max 2 Each Quarter)"", ""international"": ""4 Visits in a Year (Max 2 Each Quarter)""}",,3.75% Per Month (45% Per Annum),3.5% of the Transaction Amount,"1% Waiver on Fuel Transactions Up to ₹3,000 | 2.5% or a Minimum of Rs. 500 | N/A",This credit card is exclusively designed for Titan brands. You can earn 7.5% cashback on 8 Titan brands. All non-Titan expenditures shall get 6 Reward Points per ₹100 spent.,[],"["""", """"]",,cardinsider.com,https://cardinsider.com/sbi-card/titan-sbi-credit-card/
Yatra SBI Credit Card,SBI Card,Best SBI,,"[""Best SBI"", ""Best SBI Credit Cards""]",Rs. 499 + GST,Rs. 499 + GST,Annual and renewal fees can be waived if you spend Rs. 1 Lakh in a year.,,Reward Points,1 RP = ₹0.25,"As a welcome benefit, you will receive Yatra e-gift vouchers worth ₹8250/—after paying the membership fee of ₹499/—. These vouchers will be sent to your registered email address or mobile number within 15 days. You get 2 domestic travel vouchers worth ₹500 and 2 international travel vouchers worth Rs 1000. You also get a voucher for domestic holidays worth ₹1500/- and a voucher for international holidays worth ₹3000/- A hotel booking voucher worth ₹750/- Two or more vouchers can not be clubbed together while booking. These discount vouchers should be used before the expiry date.",,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.75% Per Month (45% Per Annum),3.5% per conversion,"1 % on fuel transactions across all petrol pumps in India | 2.5% of withdrawal amount, subject to a minimum of ₹300 | Rs 99/- per request","Yatra E-gift vouchers worth Rs 8250/- as welcome gift Get Rs 1000 off on domestic flight bookings Get Rs Rs. 4,000 off on international flight bookings Annual fee of Rs 499 plus applicable taxes Enjoy 20% off on domestic hotels Annual fee waiver if you spend Rs 1 lac Complimentary air accidental cover worth Rs 50 lacs 1% fuel surcharge  waiver on fuel purchases across all petrol pumps in India",[],[],,cardinsider.com,https://cardinsider.com/sbi-card/yatra-sbi-credit-card/
Standard Chartered Beyond Credit Card,Standard Chartered,Best Standard Chartered,Visa,"[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]","₹15,000 +GST","₹25,000 +GST (Waiver Based on FUM Qualification)",Annual Fee Waiver on Meeting FUM Qualifications,,Reward Points,1 Reward Point = ₹1,,,"{""domestic"": ""Unlimited Airport Lounge Access"", ""international"": ""Unlimited International Airport Lounge Access""}","To be eligible for the Beyond Credit Card, applicants must be between 18 and 70 years of age. In addition, they should meet the bank’s Funds Under Management (FUM) requirement of ₹50 lakh or more. This FUM can include one or a combination of balances such as savings account funds, term deposits, investments made through the bank, life insurance premiums paid for active policies, or the market value of demat holdings maintained with Standard Chartered Bank. Applicants must also be based in cities or locations where the bank actively sources credit card applications.",3.75 – Monthly | 45% – Yearly,2%,1% Fuel Transaction Waiver | 3% Subject to a Minimum of ₹300 | ₹99 + GST,"This is a premium credit card. Cardholders can access domestic and international airport lounges with this card. On payment of joining charges, the cardholder shall get ₹15,000 worth of vouchers from popular brands. Cardholders are eligible for a waiver of the 1% fuel surcharge, limited to a maximum of ₹5,000 per year.","[""This card offers a decent reward rate of 3.33% for the majority of spend categories.""]","[""For such a premium card, with high charges, the Forex markup charge should have been even lower than 2%.""]",,cardinsider.com,https://cardinsider.com/standard-chartered/beyond-credit-card/
Standard Chartered DigiSmart Credit Card,Standard Chartered,Best Standard Chartered,,"[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]",₹49 + GST,₹49 + GST,"The monthly membership fee can be waived off on spending Rs. 5,000 in the last month.",,Cashback,NA,,,"{""domestic"": ""NA"", ""international"": ""NA""}",The eligibility requirements that need to be fulfilled by the applicants to get the Standard Chartered DigiSmart Credit Card are:,1.99 per month (23.88% per annum),3.5% of the conversion amount,1% fuel surcharge is applicable | 3% of the transaction amount subject to a minimum charge of Rs 300.,Get up to 20% off on shopping with Myntra 10% discount on grocery shopping with  Grofers 10% off on your food orders with Zomato Get a Buy 1 Get 1 offer on Movie ticket bookings at INOX 20% off on domestic and 10% discount on international flight bookings with Yatra.com Up to 25% off on domestic hotel bookings with Yatra 1% fuel surcharge waiver Spend-based waiver of the monthly membership fee,[],[],,cardinsider.com,https://cardinsider.com/standard-chartered/standard-chartered-digismart-credit-card/
Standard Chartered EaseMyTrip Credit Card,Standard Chartered,Best Standard Chartered,,"[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]",₹350 + GST,₹350 + GST,"The renewal fee is waived on spending Rs. 50,000 or more in a year",,Cashback,1 Reward Point = Re. 0.25 for redemption against various categories at the 360-degree rewards portal.,,,"{""domestic"": ""2 Free Visits Each Year"", ""international"": ""N/A""}",You also need to fulfill certain eligibility requirements in order to get approved for the Standard Chartered EaseMyTrip Credit Card. These criteria are given below: The applicant should be above 18 years and below 65 years. The applicant should have a stable source of monthly income. The applicant should belong to a location where Standard Chartered Bank’s services are available.,3.75% per month,3.5% of the transaction amount,1% fuel surcharge is applicable on all authorized fuel purchases. | 3% of the withdrawn cash amount or Rs. 300 (whichever is higher) | ₹99,"2x Reward Points on every retail spend of ₹100. 10x Rewards on ticket bookings at standalone hotels, websites, or apps. Up to 20% discount on travel-related bookings. Complimentary domestic lounge access. Spend-based renewal fee waiver. Zero Liability Protection against a lost/stolen card.",[],[],,cardinsider.com,https://cardinsider.com/standard-chartered/standard-chartered-easemytrip-credit-card/
Standard Chartered Emirates World Credit Card,Standard Chartered,Best Standard Chartered,,"[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]","Rs. 3,000 + GST","Rs. 3,000 + GST",Nil,,N/A,The skywards miles you earn through the Emirates world card are automatically transferred to your Skywards Emirates account.,,,"{""domestic"": ""Complimentary domestic lounge access to several participating lounges."", ""international"": ""2 complimentary international lounge access every month based on your spends.""}",,3.75% per month,3.5% on all foreign currency spends,1% fuel surcharge or Rs. 10 (whichever is higher) | 3% of the amount withdrawn or Rs. 300 (whichever is higher) | Rs 99/- plus applicable taxes per redemption request.,"A bonus of 4,000 miles as a Welcome Gift 6 skywards miles on every Rs. 150 spent on Emirates.com. 3 skywards miles on every Rs. 150 spent on other transactions. Complimentary Domestic lounge access. Complimentary International lounge based on monthly spends. 5% Cashback on duty-free shopping. Get 1 Complimentary golf lesson each month and a 50% discount on all golf games Coverage of Rs. 1 Crore in case of an overseas air accident",[],[],,cardinsider.com,https://cardinsider.com/standard-chartered/standard-chartered-emirates-world-credit-card/
Standard Chartered Manhattan Credit Card,Standard Chartered,Best Standard Chartered,,"[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]",Rs. 999 + GST,Rs. 999 + GST,"The renewal fee can be waived if you spend Rs. 1,20,000 or more in the preceeding year.",,,"The earned reward points are redeemable on the 360-degree Rewards portal. Here, 1 RP = Rs. 0.25.",,,"{""domestic"": ""NA"", ""international"": ""NA""}",The following table summarizes the eligibility criteria for the Standard Chartered Manhattan Credit Card which has to be fulfilled by the applicants:,3.75% per month (45% per annum),3.5% on all overseas transactions,The 1% fuel surcharge is applicable on all fuel transactions done through the Standard Chartered Manhattan Credit Card. | 3% of the amount withdrawn or Rs. 300 (whichever is higher) | Rs 99 per redemption request,"Welcome benefit of 5,000 bonus Reward Points. Get a 5% cashback on groceries, departmental stores, and supermarkets. Get 3 Reward Points on every other purchase of Rs. 150. Renewal fee waiver on spending Rs. 1,20,000 or more in the preceeding year. Easy Reward redemption through the 360-degree Rewards portal.",[],[],,cardinsider.com,https://cardinsider.com/standard-chartered/standard-chartered-manhattan-credit-card/
Standard Chartered Platinum Rewards Credit Card,Standard Chartered,Best Standard Chartered,,"[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]",Nil,Nil,Spend Rs. 500 from the date of card issuance to waive the annual/joining charges,,Reward Points,The reward points earned are redeemable against retail items and vouchers at a rate of 1 RP = Re. 0.25.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","The following are the criteria that need to be fulfilled by the applicant to be eligible for the Standard Chartered Bank Platinum Rewards Credit Card : The applicant should be between 21 – 65 years of age. The additional cardholder’s minimum age is subject to 18 years. Salaried or Self-employed applicants should have a minimum Gross Monthly Income of Rs 20,000/-",3.75% per month (45% per annum),3.5% on the transaction amount,N/A | 3% on cash withdrawal subject to a minimum charge of Rs 300 | Rs 99 per redemption request,5X Reward Points on every Rs 150 spent on dining and fuel transactions. Earn 1 reward point per Rs 150 you spend on all other categories. Renewal Fee Waiver on spend of Rs. 500 in the first 30 days.,[],[],,cardinsider.com,https://cardinsider.com/standard-chartered/standard-chartered-platinum-rewards-credit-card/
Standard Chartered Priority Visa Infinite Credit Card,Standard Chartered,Best Standard Chartered,Visa,"[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]",Nil,Nil,N/A,,Reward Points,The reward points earned can be redeemed for shopping vouchers and charity spends on the Standard Chartered online portal under the Standard Chartered 360° rewards program.,,,"{""domestic"": ""4 complimentary domestic lounge access per quarter"", ""international"": ""International lounge access with Priority Pass""}",To be eligible for this credit card: Your age must be between 21 and 65 years You must have a stable source of income. You must be a priority banking client of Standard Chartered Bank.,3.75% per month (45% annually),3.5% + GST,"1% fuel surcharge applicable | 3% of the withdrawn amount, subject to a minimum amount of Rs. 300. | Rs. 99","5X Reward Points for every Rs. 100 spent overseas and on retail fashion. 2X Reward Points on every Rs. 100 on all other spends. 4 complimentary domestic lounge access every quarter. Complimentary Priority Pass membership for international lounge visits at a nominal fee. Several dining, shopping and travel offers and discounts with the Standard Chartered Good Life program. Complimentary overseas air accident insurance worth Rs. 1.2 crore and medical insurance worth USD 25,000. This card is exclusively made for Standard Chartered Priority banking customers.",[],[],,cardinsider.com,https://cardinsider.com/standard-chartered/standard-chartered-priority-visa-infinite-credit-card/
Standard Chartered Rewards Credit Card,Standard Chartered,Best Standard Chartered,,"[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]",Nil,"Rs. 1,000 + GST",Renewal Fee Waived on Spending ₹1.5 Lakhs or More,,Cashback,1 RP = Re 0.25 for redemption against the Rewards catalog and 1 RP = Re. 0.20 for redemption against the card’s statement balance.,,"After achieving a monthly milestone spend of Rs. 20,000 (on retail purchases), the cardholders would be eligible to earn 4x bonus Reward Points on all their retail spends. You can earn a maximum of 2,000 bonus Reward Points every month.","{""domestic"": ""1 free domestic lounge access every quarter, i.e. 4 per year."", ""international"": ""NA""}","There are certain eligibility criteria that need to be fulfilled in order to get approved for a particular credit card. For the Standard Chartered Rewards Credit card, there are a few basic requirements as given below: The age of applicants should be between 18 years and 65 years. The applicant should have a stable monthly income. The applicant should belong to any of the sourcing locations of the Standard Chartered Bank.",3.75% per month,3.5% of the transaction amount,1% fuel surcharge waiver on all fuel transactions | 3% of the withdrawn amount subject to a minimum of Rs. 300 | Rs. 99,Earn 4x Reward Points on all retail spends. 1x Rewards on insurance and government payments. Additional 4x Reward Points on all spends after achieving the monthly milestone. Complimentary domestic lounge access every year. 1% fuel surcharge waiver on all fuel purchases. Spend-based waiver of the renewal fee.,[],[],,cardinsider.com,https://cardinsider.com/standard-chartered/standard-chartered-rewards-credit-card/
Standard Chartered Smart Credit Card,Standard Chartered,Best Standard Chartered,,"[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]",₹499 + GST (Wavied for First-Time SCB Credit Card Holders),₹499 + GST,Annual Fee Waiver On Spends of ₹1.2 Lakh,,Cashback,The earned cashback is automatically credited to your account.,,,"{""domestic"": ""NA"", ""international"": ""NA""}",You need to meet the conditions mentioned below in order to be eligible for this credit card: The primary applicant should be between 18 years to 65 years. The add-on applicant should be a minimum of 18 years of age. The applicant should have a stable source of income. The applicant should be living in a city where a Standard Chartered Bank branch is located.,3.75% per month,3.5% on all international transactions.,"A 1% fuel surcharge or Rs. 10, higher of the two, will be granted as fuel surcharge waiver. | 3% of the cash withdrawn, subject to a minimum of Rs. 300. | Nil",Get a longer interest-free period for the first 90 days after card set up. You earn 2% cashback on all your online spends using the Standard Chartered Smart Credit Card. You earn 1% cashback on all your offline spends. Spend-based waiver of the renewal fee. A low-interest rate of only 0.99% per month on EMI transactions.,[],[],,cardinsider.com,https://cardinsider.com/standard-chartered/standard-chartered-smart-credit-card/
Standard Chartered Super Value Titanium Credit Card,Standard Chartered,Best Standard Chartered,,"[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]",Rs. 750 + GST,Rs. 750 + GST,"You get a spend-based waiver on annual spending of Rs 90,000 in the previous year.",,Cashback,You redeem these reward points by the Standard Chartered 360 reward program. 1 Reward Point = Re. 0.25.,,,"{""domestic"": ""NA"", ""international"": ""NA""}","The eligibility requirements that you need to fulfill in order to get approved for the Standard Chartered Super Value Titanium Card are as follows: The primary cardholder’s age must be between 21 and 65, and the supplementary cardholder’s age should be above 18. The applicant’s monthly income should be a minimum of ₹55,000. The applicant should be residing in one of the cities where Standard Chartered Credit Card services are available. The applicant should have a decent credit history.",3.49% Per Month (41.88% Per Annum),3.50%,Nil | 3% on the transaction amount subject to the minimum amount of Rs. 300. | Rs 99 per redemption request,"No annual/joining fee for premium banking customers. 100% cashback up to Rs 1,500 on fuel purchases in the first 90 days of card issuance 5% cashback per month on fuel, utility bill payments, and phone bills 1 reward point on every Rs 150 spent on all other categories Get Complimentary Priority pass membership (for premium banking customers only) Get a waiver on annual spending of Rs 90,000 in the previous year.",[],[],,cardinsider.com,https://cardinsider.com/standard-chartered/standard-chartered-super-value-titanium-credit-card/
Standard Chartered Ultimate Credit Card,Standard Chartered,Best Standard Chartered,"Visa, Mastercard","[""Best Standard Chartered"", ""Best Standard Chartered Credit Cards""]","Rs. 5,000 + GST","Rs. 5,000 + GST",None,,,The earned Rewards are redeemable on the SC online portal under the Standard Chartered 360° rewards program. 1 Reward Point = Re. 1.,,,"{""domestic"": ""16 domestic lounge access per year (4 every quarter)"", ""international"": ""1 complimentary lounge visits per month with the Priority Pass membership.""}","In order to improve the chances of approval for the Standard Chartered Ultimate Credit card, you will need to fulfill certain eligibility criteria, which are as follows: Your age must be between 21 and 65 years. You must have a stable source of monthly income. You should have a decent credit score.",3.75% every month or 45% annually,2%,"This card also provides a 1% fuel surcharge waiver at all petrol pumps across India. The maximum fuel surcharge waiver is ₹1000 per month. | 3% of the transacted amount, subject to a minimum fee of Rs. 300 | Rs. 99","Welcome bonus of 6,000 reward points. 5 RPs every time you spend Rs. 150 using the card. 2% foreign currency markup. 5% cashback on duty-free purchases at airports. Airport lounge access at over 1,000 airports around the world. 5,000 Rewards every year on the renewal of card membership. Air accident insurance worth Rs. 1 crore by HDFC EGRO General Insurance.",[],[],,cardinsider.com,https://cardinsider.com/standard-chartered/standard-chartered-ultimate-credit-card/
Union Bank of India Divaa Icon Credit Card,Union Bank of India,Best Union Bank of India,,"[""Best Union Bank of India"", ""Best Union Bank of India Credit Cards""]",Nil,"₹1,499 + GST",Annual Fee Waived Off on Spending ₹1 Lakh Within 12 Months,,Reward Points,1 Reward Point = ₹0.25,,,"{""domestic"": ""2 Domestic Lounge Access Per Quarter"", ""international"": ""2 International Lounge Access Per Year""}",,3% Per Month,3%,1% Waiver Up to ₹100 Per Month | 3% or  a Minimum of ₹500 | N/A,"Union Bank of India Divaa Icon Credit Card comes with no joining fee and has an annual fee of ₹1,499 + GST. The annual fee is waived on spending ₹1 lakh in a year. You can earn 2 Reward Points for every ₹100 spent. The redemption value of 1 Reward Point = ₹0.25. Get a ₹250 discount on BookMyShow movie/non-movie tickets every quarter. Avail a flat ₹1,500 discount on MakeMyTrip flight bookings once a year. Enjoy 2 domestic lounge visits per quarter and 2 international lounge visits per year.","[""The card offers airport lounge benefits, both domestic and international."", ""The card offers shopping and lifestyle benefits on big brands like Myntra, Nykaa, Flipkart, BigBasket, and Swiggy""]","[""The reward rate is average when compared to other credit cards."", ""There are no golf or other premium privileges other than airport lounge access.""]",,cardinsider.com,https://cardinsider.com/union-bank/divaa-icon-credit-card/
Union Bank NEXTERIA Credit Card,Union Bank of India,Best Union Bank of India,RuPay,"[""Best Union Bank of India"", ""Best Union Bank of India Credit Cards""]","₹12,499 + GST","₹12,499 + GST",Joining Fee Waiver on Spends of ₹3 Lakh Within the First 90 Days. Annual Fee Waiver on Spends of ₹8 Lakh in a Card Anniversary Year,,Reward Points,N/A,,,"{""domestic"": ""Unlimited Domestic Airport Lounge Access"", ""international"": ""Unlimited Lounge Access""}",,16% Annually on Reducing Balances,3%,1% Waiver Up to ₹100 Each Month | 2.5% | N/A,"The NEXTERIA Credit Card is a premium offering by Union Bank of India. This card comes at a joining and annual charge of ₹12,499 + GST. Cardholders will receive unlimited access to airport lounges with this card.","[""From movies to airport lounge access, this card offers several lifestyle benefits.""]","[""The joining and annual charges of this card are on the higher side when compared to the benefits it offers.""]",,cardinsider.com,https://cardinsider.com/union-bank/nexteria-credit-card/
Union Bank of India Divaa RuPay Credit Card,Union Bank of India,Best Union Bank of India,RuPay,"[""Best Union Bank of India"", ""Best Union Bank of India Credit Cards""]",Nil,₹499 + GST,"The renewal fee is waived off if the cardholder spends ₹30,000 or more in the previous year.",,Reward Points,Redeem rewards for vouchers and products. 1 Reward Point = ₹0.25,,,"{""domestic"": ""2 domestic airport lounge access every quarter"", ""international"": ""2 international airport lounge access annually""}","The card is issued exclusively to women. The cardholder should be between 18 to 65 years old for salaried individuals and 18 to 70 years old for working women. The minimum annual income should be ₹2.5 lakhs . For business professionals, 2 years of IT returns with computation sheets are required, and for salaried individuals, Form 16/ITRs with the latest salary slip are needed. Get the Divaa card by using your Fixed Deposit with 25% margin as a guarantee without needing to show your income proof or rating sheet. The documents required to apply for the Divaa card are a duly filled credit card application form, a passport-size color photograph, the latest income tax returns for 2 years/Form 16/salary slip, and proof of address, ID proof, and PAN copy as per KYC norms.",2.5% per month or 30% annually,3%,A 1% fuel surcharge is waived up to ₹100 every month. | ₹250 or 3% of the withdrawal amount (whichever is higher) | N/A,"This card offers complimentary domestic airport lounge access twice every quarter. Two free international airport lounge access is also offered annually. 24/7 concierge services are included with this card. The spend-based waiver of this card is only ₹30,000.","[""This card comes with an interest-free credit period of 50 days."", ""Users get a 1%  fuel surcharge reimbursement of ₹100 with this card.""]","[""This card does not offer any discount on entertainment or dining."", ""There are no welcome benefits with this card.""]",,cardinsider.com,https://cardinsider.com/union-bank/union-bank-divaa-rupay-credit-card/
Union Bank Rupay Combo Debit Cum Credit Card,Union Bank of India,Best Union Bank of India,RuPay,"[""Best Union Bank of India"", ""Best Union Bank of India Credit Cards""]",Rs. 200 + GST,Nil,N/A,,,N/A,,,"{""domestic"": ""Complimentary domestic lounge access. You get a maximum of 4 Domestic and International lounge access every year"", ""international"": ""Complimentary International lounge access. You get a maximum of 4 Domestic and International lounge access every year""}",,1.90 per month ( 22.8% per annum),N/A,1% surcharge waiver on fuel transactions between Rs 400 to Rs 4000 | 2.5% on the withdrawal amount subject to a minimum charge of Rs 100 | Nil,Complimentary access to domestic and international lounges Cashback on Utility bill payments and dining on a Select Rupay card Personal insurance cover worth Rs 20 lakhs 1% surcharge waiver on fuel transactions Exclusive merchant offers 24×7 Concierge Services,[],[],,cardinsider.com,https://cardinsider.com/union-bank/union-banks-rupay-combo-debit-cum-credit-card/
Union JCB Health Credit Card,Union Bank of India,Best Union Bank of India,,"[""Best Union Bank of India"", ""Best Union Bank of India Credit Cards""]",₹499 + GST,₹499 + GST,"The renewal fee is waived if the cardholder spends ₹50,000 or more in the previous year",,Reward Points,"Redeem rewards for vouchers and products, 1 RP = ₹0.25",,"The Union JCB Health Credit Card also offers milestone benefits to its users. Cardholders will be able to earn 2000 Reward Points for every spend of ₹50,000 or beyond ₹2 lakhs.","{""domestic"": ""Complimentary eight-airport lounge access annually"", ""international"": ""Two complimentary airport lounge access annually""}","To be eligible for the Union JCB Health Credit Card, one needs to meet the bank’s criteria for age, income, and credit score. The user should have the necessary documents as per the bank’s requirements. The cardholder must be 18-65 years old if they are employed and salaried and 18-70 years old if they are professionals. The Health credit card is issued primarily to the bank account holders. The non-bank customers who apply for this card are chosen on a selective basis. The annual income of the accountholder should be ₹2.5 lakhs. Credit cards can be issued based on a fixed deposit lien with a 25% margin, so there is no need for proof of income or a scoring model.",2.5% per month or 30% annually,3%,A 1% fuel surcharge is waived up to ₹100 every month | ₹200 or 3% on the amount withdrawn (whichever is higher) | Nil,"Users can get services worth ₹31,750 on wellness, medical, home, and lifestyle. The card offers an interest-free credit period of 20-50 days. Complimentary airport lounges and 24/7 concierge services can also be availed with this card. Medical facilities such as medicine delivery, teleconsultation, psychologist, and diagnostic packages are offered with this card.","[""Comes with a reasonable annual fee, which can be easily waived."", ""Accidental insurance coverage worth ₹10 lakhs is offered with this card.""]","[""No perks on entertainment or dining and no introductory benefits are provided with this card."", ""Only the primary customers who already have an account in the Union Bank of India are given preference when applying for this card. Non-account holders can also apply for this card, but only a select few are chosen.""]",,cardinsider.com,https://cardinsider.com/union-bank/union-jcb-health-credit-card/
Union JCB Wellness Credit Card,Union Bank of India,Best Union Bank of India,,"[""Best Union Bank of India"", ""Best Union Bank of India Credit Cards""]",₹999 + GST,₹999 + GST,The renewal fee is waived if the cardholder spends ₹1 lakh or more in the previous year,,Reward Points,"Redeem rewards for vouchers and products, 1 RP = ₹0.25",,"With the Union JCB Wellness Credit Card, cardholders can enjoy milestone rewards by reaching specific spending targets in a year. Upon reaching spends of ₹1,50,000, cardholders are eligible for additional rewards in the form of points. When you spend ₹1.50 lakh, you receive 1000 points. If you spend ₹2 lakh, you get 1500 points, and if you spend Rs. 2.5 lakh, you receive 2000 points.","{""domestic"": ""Two complimentary domestic lounge access every quarter"", ""international"": ""Two complimentary international lounge access annually""}","The Union JCB Wellness Credit Card is issued primarily to bank customers. The annual income of the applicant should be ₹7.5 lakhs. The main cardholder must be between 18-65 years old if they are salaried and between 18-70 years old if they are professionals. For business class, please provide 2 years of IT returns along with computation sheets. For the salaried class, please provide 16 years of IT returns along with salary slips.",2.5% per month or 30% annually,3%,A 1% fuel surcharge is waived up to ₹100 every month | ₹250 or 3% of the withdrawal amount (whichever is higher) | Nil,Complimentary health checkups once every year. 15/30 day free trial gym access program. This card comes with an interest-free credit period of 50 days. A 1% fuel surcharge waiver of ₹100 per month is included. Offers a golf round once every year.,"[""The annual benefit with this card is worth ₹22,000."", ""Upon spending ₹1,50,000 in a year, milestone benefits will be offered to users.""]","[""This card comes with no welcome benefits and does not offer any discounts on dining or entertainment.""]",,cardinsider.com,https://cardinsider.com/union-bank/union-jcb-wellness-credit-card/
Union Platinum RuPay Credit Card,Union Bank of India,Best Union Bank of India,RuPay,"[""Best Union Bank of India"", ""Best Union Bank of India Credit Cards""]",Nil,Rs. 299 + GST,"Renewal fee waived off on spending Rs. 30,000 in the previous year.",,,"You can redeem your reward points for movies, bus & air tickets, gift vouchers, etc. A minimum of 100 reward points needs to be accumulated for redemption. 1 reward point = Rs. 0.25.",,,"{""domestic"": ""NA"", ""international"": ""NA""}","The basic eligibility requirements for the Union Bank RuPay Platinum Credit Card are as follows: The applicant’s age should be a minimum of 21 years. The applicant should either be salaried or self-employed, i.e, the applicant should have a stable source of income. The applicant should have a decent credit history.",2.95% p.m. (41.75% p.a.),3%,1% Fuel surcharge waiver on fuel transactions. The maximum fuel surcharge is capped at Rs. 100 per month. | 3% or Rs. 200 (whichever is higher) | Nil,Union Platinum RuPay Credit Card comes with no joining fee. Earn 2 reward points on every Rs. 100 spent using this card. Earn cashback of Rs. 50 on payment of utility bills. Earn cashback of Rs. 50 on a minimum transaction of Rs. 500. Earn cashback of Rs. 25 on a minimum transaction of Rs. 300 spent on the IRCTC website. Covers accidental air death cover and credit card lost cover. 1 RP = Rs. 0.25,[],[],,cardinsider.com,https://cardinsider.com/union-bank/union-platinum-rupay-credit-card/
Union RuPay Unicorn Credit Card,Union Bank of India,Best Union Bank of India,RuPay,"[""Best Union Bank of India"", ""Best Union Bank of India Credit Cards""]","₹2,400 + GST","₹2,400 + GST",Annual Fee is Waived on Spends of ₹3 Lakh in a Year,,Reward Points,N/A,,This card has several annual milestone benefits associated with it.,"{""domestic"": ""8 Free Visits Each Year"", ""international"": ""2 Visits Each Year Via Priority Pass""}",,3% Per Month/36% Per Year,3%,1% Fuel Surcharge Waiver Up to ₹100 | 3% (Minimum ₹500) | N/A,The Union Unicorn Credit Card is available on the RuPay SELECT variant. This card can be linked to UPI platforms for easy payments. Get 8 domestic and 2 international airport lounge visits each year.,"[""For a card with such an affordable fee, it offers a surprisingly good number of airport lounge visits.""]","[""The Reward Rate of the Union Unicorn Credit Card could have been a bit better.""]",,cardinsider.com,https://cardinsider.com/union-bank/union-rupay-unicorn-credit-card/
