card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
PNB Kiwi Credit Card,Punjab National Bank,Punjab National Bank,RuPay,"[""Punjab National Bank"", ""Punjab National Bank Credit Cards""]",Lifetime Free,Lifetime Free,N/A,,Cashback,1 Kiwi = ₹0.25,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.75% Per Month (45% Per Annum),3.50%,1% Fuel Surcharge Waiver | 2.5% | N/A,"A lifetime free credit card with no joining or annual fees, making it ideal for beginners. Earn 0.5% cashback on online transactions and 1.5% cashback on UPI scan & pay payments. Get a 1% fuel surcharge waiver. The card is available in both physical and virtual form.","[""The PNB Kiwi Credit Card is a lifetime free credit card, and it comes in both virtual and physical forms.""]","[""The card does not offer high-end benefits such as complimentary airport lounge access, travel insurance, and welcome benefits."", ""Cashback is earned on every ₹100 spent on the card and is calculated on a multiplier of ₹100.""]",,cardinsider.com,https://cardinsider.com/punjab-national-bank/pnb-kiwi-credit-card/
PNB LUXURA RuPay Metal Credit Card,Punjab National Bank,Punjab National Bank,"Visa, RuPay","[""Punjab National Bank"", ""Punjab National Bank Credit Cards""]","₹9,000 + GST","₹7,500 + GST",Joining Fee Waiver on Spends of ₹2.5 Lakh or More Within Three Billing Cycles. Annual Fee Waiver on Spends of ₹6 Lakh or More,,Reward Points,1 Reward Point = ₹0.25,,,"{""domestic"": ""2 Free Visits Each Quarter"", ""international"": ""4 Free Visits Each Year""}","Eligibility for the PNB LUXURA Credit Card is clearly aimed at high-income individuals. Salaried applicants must have a minimum gross monthly income of ₹2.5 lakh or more , while self-employed or non-salaried individuals are required to report an annual income of at least ₹30 lakh . These income criteria ensure that the card is issued to customers with strong financial profiles who can fully utilise the premium travel, lifestyle, and reward benefits that come with this top-tier metal credit card.",Monthly – 2.95% | Yearly – 35.89%,2.50%,"1% Waiver on Fuel Spends Between ₹500 and ₹4,000 | 2% | N/A",The PNB LUXURA is a metal credit card. This card comes in the RuPay Ekaa variant and hence carries several premium benefits like free movie tickets and complimentary hotel memberships. Those who make foreign trips can take advantage of the low Forex charge of 2.5% offered by this card. Both international and domestic airport lounge access are available with this card.,"[""This card is best suited for high spenders, as higher usage not only unlocks more benefits but also helps waive both the joining and annual fees by meeting the spend thresholds.""]","[""For a premium metal offering, this card lacks renewal benefits.""]",,cardinsider.com,https://cardinsider.com/punjab-national-bank/pnb-luxura-rupay-metal-credit-card/
PNB RuPay Millennial Credit Card,Punjab National Bank,Punjab National Bank,RuPay,"[""Punjab National Bank"", ""Punjab National Bank Credit Cards""]",Rs. 399 + GST,Rs. 999 + GST,Renewal Fee will be waived off on spending Rs. 1 Lakh in the previous year.,,Reward Points,"Redeem reward points for movie tickets, hotel bookings, mobile/DTH recharge, merchandise transaction and more. Minimum of 500 reward points required for redemption. 1 RP = Rs. 0.25.",,,"{""domestic"": ""2 Complimentary domestic lounge access per quarter"", ""international"": ""2 Complimentary international lounge access per year""}",,2.95% p.m. (35.89% p. a.),3.50% on the conversion amount,Avail 1% fuel surcharge waiver at all petrol pumps in India on transactions between Rs. 500 – Rs. 3000. The maximum surcharge waiver in a calendar year is capped at Rs. 350. | 2% of the advance amount (minimum of Rs. 150) on PNB ATMs 2% of the advance amount (minimum of Rs. 200) on other ATMs 2% of the advance amount (minimum of Rs. 300) on overseas ATMs. | Nil,"The PNB RuPay Millennial Credit Card comes with a joining fee of Rs. 399. Get complimentary gym membership, premium health checkup package, golf and spa sessions, domestic and international lounge access program. 300 reward points on first time swiping card within 90 days of card receiving as welcome benefits. 2x reward points on retail merchandise/online transaction within 90 days of card issuance (except on cash withdrawal & fuel expenses). 2 reward points for every Rs. 150 spent on this card. On registering for E-bill facility you can earn 50 extra reward points. 1 reward point = Rs. 0.25. Comprehensive insurance coverage upto Rs. 10 lakhs.",[],[],,cardinsider.com,https://cardinsider.com/punjab-national-bank/pnb-rupay-millennial-credit-card/
PNB RuPay Platinum Credit Card,Punjab National Bank,Punjab National Bank,RuPay,"[""Punjab National Bank"", ""Punjab National Bank Credit Cards""]",Nil,Nil,The renewal fee is waived off if the PNB RuPay Platinum Credit card is used once every quarter.,,Reward Points,You can redeem your earned Reward Points by logging in to the PNB Rewardz website. 1 Reward Point = Rs. 0.25.,,,"{""domestic"": ""2 Complimentary Domestic Lounge Access Every Quarter"", ""international"": ""1 Free Visit Each Year""}","There are some specific eligibility requirements that need to be fulfilled by the applicants in order to get approved for the PNB RuPay Platinum Credit Card. The eligibility criteria of this card are as follows: Age of Primary Cardholders – 21 years to 65 years. Age of add-on cardholders – 18 years to 65 years. Income – Rs. 5,00,000 or more. Educational qualification – 10th pass / literate. The applicant should also have a decent credit history.",2.95% per month,3.50%,"1% fuel surcharge is waived off for all fuel transactions between Rs. 500 and Rs. 3,000. | 2% of the amount withdrawn or Rs. 100 (whichever is higher) at PNB ATMs. 2% of the amount withdrawn or Rs. 150 (whichever is higher) at Other ATMs. 2% of the amount withdrawn or Rs. 250 (whichever is higher) at Overseas | Nil",You get 1 Reward Point for every retail spend of Rs. 100 using your PNB RuPay Platinum Credit Card. 50 Reward Points on E-bill registration. Welcome bonus of 300 Reward Points. Easy redemption of Reward Points. Complimentary domestic & international lounge access. Accidental insurance coverage. 1% fuel surcharge waiver. Spend-based annual fee waiver. Zero liability against a lost card.,[],[],,cardinsider.com,https://cardinsider.com/punjab-national-bank/pnb-rupay-platinum-credit-card/
PNB RuPay Platinum Patanjali Credit Card,Punjab National Bank,Punjab National Bank,RuPay,"[""Punjab National Bank"", ""Punjab National Bank Credit Cards""]",Nil,Rs. 500 + GST,The annual fee is waived off if you use your card at least once in each quarter.,,,1 Reward Point = Re. 0.5 for redemption against various options at the PNB Rewardz portal.,,,"{""domestic"": ""2 complimentary domestic lounge access every quarter"", ""international"": ""NA""}","In order to get approved for the PNB RuPay Platinum Patanjali Card, you will have to fulfill the below-mentioned eligibility criteria. However, the bank may have some internal criteria other than this: The age of the primary cardholder should lie between 21 years and 65 years. The age of the supplementary cardholder should lie between 18 years and 65 years. The applicant should have a stable source of income with an annual income of Rs. 5 lakhs or more.",2.95% per month,3.5% on all foreign currency transactions,"1% fuel surcharge waiver for all fuel transactions between Rs. 500 & Rs. 3,000. | 2% of the cash amount withdrawn subject to a minimum specific amount. | Nil",No joining fee. Welcome bonus of 300 Reward Points. 1 Reward Point on every spend of Rs. 150. 50 Reward Points on registration to the e-bill facility. 2% cashback up to Rs. 50 on every transaction at Patanjali stores. Complimentary airport lounge access to selected domestic airports. Spend-based waiver of the annual fee. Complimentary insurance coverage against accidental death. 1% fuel surcharge waiver on all fuel transactions.,[],[],,cardinsider.com,https://cardinsider.com/punjab-national-bank/pnb-rupay-platinum-patanjali-credit-card/
PNB RuPay Select Credit Card,Punjab National Bank,Punjab National Bank,RuPay,"[""Punjab National Bank"", ""Punjab National Bank Credit Cards""]",Rs. 500 + GST,Rs. 750 + GST,The annual fee of Rs. 750 can be waived off if you have used your card at least once every quarter.,,Reward Points,1 Reward Point = ₹0.25 for redemption against various categories at the PNB Rewardz portal,,,"{""domestic"": ""2 complimentary domestic airport lounge access every quarter."", ""international"": ""4 Complimentary Airport Lounge Access""}","To get a credit card, applicants need to fulfill specific eligibility criteria, which are based on different factors, including age, income, credit score, residence, etc. The basic eligibility criteria that you need to fulfill in order to get approved for the PNB RuPay Select Credit Card are as follows: The age of the primary cardholder should be 21 years to 65 years. The age of the supplementary cardholder should be 18 years to 65 years. The applicant should have a stable source of income.",2.95% per month,3.50%,"1% fuel surcharge waiver on fuel transactions between Rs. 500 and Rs. 3,000. | 2% of the withdrawn amount subject to a specific a minimum amount | Nil",Welcome benefit of 300 bonus Reward Points. 2 Reward Points on every spend of Rs. 150. 2x Reward Points on all merchandise/online transactions within the first 90 days. 50 bonus Reward Points on registration for the e-bill facility. Complimentary airport lounge access. Complimentary insurance cover worth Rs. 10 lakhs. Spend-based waiver of the annual membership fee. 1% fuel surcharge waiver.,[],[],,cardinsider.com,https://cardinsider.com/punjab-national-bank/pnb-rupay-select-credit-card/
PNB RuPay Select Patanjali Credit Card,Punjab National Bank,Punjab National Bank,RuPay,"[""Punjab National Bank"", ""Punjab National Bank Credit Cards""]",Rs. 500 + GST,Rs. 750 + GST,The annual fee for the next year is waived off if the cardholder uses the card at least once every quarter of a year.,,Reward Points,The Reward Points can be redeemed via the PNB Rewardz account at a value of 1 RP = Re. 0.5.,,,"{""domestic"": ""2 complimentary domestic lounge access every quarter."", ""international"": ""N/A""}","The basic eligibility criteria that the applicants need to fulfill in order to get approved for this credit card are as mentioned below. However, other than this, the bank may have some internal criteria as well: The age of the primary cardholder should be between 21 years and 65 years. The age of the supplementary cardholder should be between 18 years and 65 years. The annual income of the primary cardholder should be above Rs. 5 lakhs.",2.95% per month,3.5% on all foreign currency transactions.,"1% fuel surcharge waiver capped at Rs. 350 per billing cycle. | 2% of the withdrawn amount, subject to a specific minimum amount. | Nil","Welcome bonus of 300 Reward Points. 2% cashback on shopping worth Rs. 2,500 or more at the Patanjali stores. Up to 4 Reward Points on every spend of Rs. 150. 50 Reward Points on registering for the e-bill facility. Complimentary airport lounge access. Complimentary insurance cover against accidental death. Spend-based waived of the annual fee. 1% fuel surcharge waiver.",[],[],,cardinsider.com,https://cardinsider.com/punjab-national-bank/pnb-rupay-select-patanjali-credit-card/
RBL Bank Aspire Banking Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","₹1,500 + GST","₹1,500 + GST",N/A,,Cashback,Cashback is Transferred to RBL Savings Account,,All those who make high spending can take advantage of the milestone benefits offered along with the RBL Aspire Banking Credit Card. Transactions related to Bills2Pay and EMI will not qualify for milestone benefits.,"{""domestic"": ""One Free Lounge Visit Each Quarter (On Spends of ₹35,000 or More)"", ""international"": ""N/A""}",,Up to 3.99% Per Month or 47.88% Per Annum,3.50%,1% Fuel Surcharge Waiver | 2.5% (Minimum ₹500) | ₹99 + GST,"The RBL Aspire Banking Credit Card is most suited for those looking for a cashback card. This card comes at a joining and annual charge of ₹1,500 + GST. Cardholders can enjoy one complimentary domestic lounge visit each quarter.","[""This card can be availed as lifetime free by those with an Aspire Banking relationship.""]","[""1% base cashback is capped at ₹1,000 per billing cycle, which is quite low.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/aspire-banking-credit-card/
BookMyShow RBL Bank Play Credit Card,RBL Bank,Best RBL Bank,,"[""Best Credit Cards for Movie Tickets in India"", ""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",₹500 + GST,₹500 + GST,The annual fee is waived on spending Rs. 1.5 lakhs or more in the previous year.,,Movie Tickets,The earned discount/free tickets can easily be redeemed on the BookMyShow app/official website.,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","The eligibility requirements that you need to fulfill in order to get approved for the BMS RBL Play Credit Card are mentioned below: The age of the applicants should be at least 21 years, and that of supplementary card applicants should be a minimum of 18 years. The applicants should either be self-employed or salaried with a stable source of income. The applicants should have a stable source of income.",3.99% per month,3.5% of the total transaction amount,1% fuel surcharge waiver on all fuel purchases | 2.5% of the cash amount subject to a minimum of Rs. 500 | ₹99 + taxes,"Get a discount of Rs. 500 on movies, streams, events, etc, on BookMyShow as a welcome benefit. Get 2 free movie/non-movie tickets every month on achieving the required monthly spend. Get flat Rs. 100 off on F&B items on booking movie tickets via BookMyShow. Spend-based waiver of the annual membership fee. Get a fuel surcharge waiver on all fuel transactions.",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/bookmyshow-rbl-bank-play-credit-card/
IndianOil RBL Bank Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",₹500 + GST,₹500 + GST,Annual Fee Waived on Spends of ₹1.75 Lakh,,Reward Points,1 Fuel Point = ₹0.50 When Redeeming at IndianOil Stations,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,2.5% to 3.99% Per Month,3.50%,1% Waiver | 2.5% or a Minimum of ₹500 | ₹99 + GST,This is a dedicated fuel spends credit card. Earn accelerated 10 Fuel Points/₹100 at IndianOil fuel stations. Get 1 Fuel Point/₹100 for other eligible spends.,[],"["""", """"]",,cardinsider.com,https://cardinsider.com/rbl-bank/indianoil-rbl-bank-credit-card/
IndianOil RBL Bank XTRA Credit Card,RBL Bank,Best RBL Bank,,"[""Best Fuel Credit Cards in India"", ""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","₹1,500 + GST","₹1,500 + GST",Annual Fee Waiver on Spends of ₹2.75 Lakh,,Reward Points,1 Fuel Point = ₹0.50 When Redeemed at IndianOil Outlets,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,2.5% to 3.99% Per Month,3.50%,1% Fuel Surcharge Waiver Upto ₹200 Each Month | 2.5% of the Cash Amount or a Minimum of ₹500 | ₹99 + GST,The IndianOil RBL XTRA is a fuel-oriented credit card. Cardmembers can save on fueling expenses made with IndianOil. Fuel points are worth up to 250 liters of free petrol annually. 15 Fuel Points/₹100 spent on fuel purchases with IndianOil. Other spends shall get 2 Fuel Points/₹100 spent.,[],"["""", """"]",,cardinsider.com,https://cardinsider.com/rbl-bank/indianoil-rbl-bank-xtra-credit-card/
IRCTC RBL Bank Credit Card,RBL Bank,Best RBL Bank,RuPay,"[""Best Credit Card For Complimentary Railway Lounge Access"", ""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",₹500 + GST,₹500 + GST,N/A,,Reward Points,Redeem RPs at the IRCTC Website/Mobile App. 1 RP = ₹1,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,2.5% to 3.99% Per Month,3.50%,1% Surcharge Waiver | 2.5% of the Cash Amount or a Minimum of ₹500 | ₹99 + GST,"The IRCTC RBL Bank Credit Card offers 5 Reward Points/₹200 spent on train ticket bookings with IRCTC. This is a co-branded credit card offered by RBL Bank and IRCTC. Eight complimentary railway lounge accesses are available each year with this card. Train cancellation cover upto ₹5,000 is offered along with the IRCTC RBL Credit Card. Make quick and easy payments via UPI using the IRCTC RBL RuPay Credit Card.",[],"["""", """"]",,cardinsider.com,https://cardinsider.com/rbl-bank/irctc-rbl-bank-credit-card/
RBL Bank Nova Credit Card,RBL Bank,Best RBL Bank,,"[""Best Credit Cards for Air India Maharaja Club"", ""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","₹12,500 + GST","₹12,500 + GST",N/A,,Reward Points,1 Reward Point = Up to ₹1,,"Cardholders shall be eligible for vouchers worth ₹10,000 on spending ₹3 lakh or more each quarter with the Nova Credit Card.","{""domestic"": ""12 Lounge Visits Each Year"", ""international"": ""12 Lounge Visits for Primary Cardholder + 4 Guest Visits Each Year""}",,Up to 3.99% Per Month or 47.88% Per Annum,2%,1% Fuel Surcharge Waiver | 2.5% (Minimum ₹500) | N/A,"The RBL Bank Nova Credit Card is a premium offering. This card comes with an annual and joining charge of ₹12,500 + GST. Cardholders shall be eligible for Taj/Luxe gift vouchers worth ₹12,500 as a welcome benefit. This card offers complimentary domestic and international airport lounge access, along with guests’ visits abroad.","[""The Nova Credit Card offers accelerated rewards for flight and hotel bookings.""]","[""Since the Nova Credit Card offers so many travel and lifestyle-related benefits, it would have been even better if the card also offered zero forex charges on international transactions.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/nova-credit-card/
Patanjali RBL Bank Swarn Credit Card,RBL Bank,Best RBL Bank,RuPay,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","₹1,499 + GST","₹1,499 + GST",N/A,,Cashback,RP can be redeemed at RBL Rewards,,"Patanjali RBL Bank Swarn Credit Cardholders can enjoy milestone benefits. On spending ₹3 lakhs in a year, users get a gift voucher worth ₹1,500 from Patanjali. To qualify, your spending should include transactions of at least ₹12,000 at Patanjali stores or websites. If you spend ₹5 lakh in a year, you are eligible for a 4 nights/5 days complimentary stay at Patanjali wellness centers. To avail of this benefit, your spending should include transactions of at least ₹15,000 at Patanjali stores or website. The yearly cycle is considered from the date of card issuance to card renewal. UPI transactions less than ₹2,000 are not eligible for milestone benefits.","{""domestic"": ""4 complimentary domestic airport lounge access annually"", ""international"": ""N/A""}",,3.99% per month or 47.88% per annum,3.50%,"1% fuel surcharge waiver up to ₹200 on transactions between ₹500 to ₹4,000 | 2.5% of the Cash Amount or a Minimum of ₹500 | ₹99 + GST","Patanjali RBL Swarn Credit Card can be linked on UPI 10% cashback on Patanjali stores both online and offline on a minimum purchase of ₹500. BOGO offers on movie tickets up to ₹200 via BookMyShow once every month only on the weekends. 1,500 Patanjali vouchers on annual spends of ₹3 lakhs in the previous year, with ₹12,000 spent on Patanjali website or at stores. Complimentary domestic airport lounge access once every quarter on spending ₹50,000 in the previous quarter.","[""Generous rewards on Patanjali purchases, both online and offline."", ""Complimentary domestic airport lounge access and BOGO offers on movie tickets add extra value.""]","[""Limited information on insurance benefits and international lounge access."", ""Foreign currency markup of 3.5% could be a drawback for international travel.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/patanjali-rbl-bank-swarn-credit-card/
Patanjali RBL Bank Vishisht Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",₹499 + GST,₹499 + GST,Annual fee is waived for spending of ₹1.5 lakhs,,Cashback,RP earned can be redeemed on the RBL Rewards portal,,"As a card member of the Patanjali RBL Bank Vishisht Credit Card, you can enjoy several milestone benefits. You are eligible for an annual fee reversal on spends of ₹1.5 lakh in one year. Upon making a spend of ₹2.5 lakh in one year, you can receive a gift voucher worth ₹500 from Patanjali, where ₹12,000 should be spent directly on Patanjali stores or websites. On reaching spends of ₹4 lakh in one year, you can enjoy a 2 nights/3 days complimentary stay at Patanjali wellness centers. One should be aware that to avail of these benefits, the spending should include transactions at Patanjali stores, centers, apps, or websites to qualify for these milestone benefits.","{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.99% per month or 47.88% per annum,3.50%,"1% fuel surcharge waiver up to ₹150 on transactions between ₹500 to ₹4,000 | 2.5% of the cash amount or a minimum of ₹500 | ₹99 + GST",This card can be linked with UPI apps. The annual fee waiver of this card is ₹1.5 lakhs. Patanjali voucher worth ₹500 on annual spends of ₹2.5 lakhs. 1% fuel surcharge waiver on fuel transactions. This card comes under the NCMC program and can be easily loaded.,"[""This card has an affordable joining fee."", ""Reward Points earned can be redeemed for vouchers, products, flight and hotel tickets, and much more.""]","[""There are no entertainment and dining benefits, along with zero travel perks."", ""This card has high forex fees, which are becoming a drawback for international transactions.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/patanjali-rbl-bank-vishisht-credit-card/
RBL Bank Cookies Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",Rs. 100 + GST (Monthly),Rs. 100 + GST (Monthly),"The monthly renewal fee is waived off on spending Rs. 5,000 in the previous month",,Reward Points,The Reward Points you earn can be redeemed at the RBL Rewards website. 1 Reward Point = Rs. 0.25.,,"You can earn the following rewards on reaching the spend milestone with the RBL Bank Cookies Credit Card. Get a gift voucher worth Rs. 1,000 from Amazon/Flipkart/Croma/Myntra/Shoppers Stop on spending Rs. 2 lakhs or more in an anniversary year. You get a gift voucher worth Rs. 5,000 from Amazon/Croma/Flipkart/Myntra /Shoppers Stop on spending Rs. 5 lakhs or more in an anniversary year.","{""domestic"": ""NA"", ""international"": ""NA""}",,Up to 3.99% per month,Up to 3.5% on all foreign currency spends,"1% fuel surcharge waiver for all fuel transactions between Rs. 500 & Rs. 4,000 | 2.5% of the amount withdrawn or Rs. 500 (whichever is higher) | Rs. 99 + GST","A welcome gift voucher worth Rs. 1,000. Up to 5 Reward Points on every Rs. 100 you spend online. A discount of 10% on BookMyShow. 10% cashback on Zomato, Uber, and Myntra. Gift vouchers worth up to Rs. 5,000 on achieving the milestone spend. Spend-based waiver of the monthly membership fee. 1% fuel surcharge waiver up to Rs. 150.","[""The joining fee is relatively low at Rs. 100 per month. This can be easily waived by spending Rs. 5,000."", ""You get 10% cashback on movie ticket booking through BookMyShow""]","[""There is a reward redemption fee of Rs. 99 + GST which would certainly lessen the savings while redeeming points."", ""No reward points can be earned for transactions made on utility, wallet, insurance, railways, and rent.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-cookies-credit-card/
RBL Bank DMI Finance Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]",₹499 + GST,₹499 + GST,N/A,,Reward Points,Vouchers earned can be redeemed at RBL Rewards,,"The RBL Bank DMI Finance Credit Card offers rewarding milestone benefits to its cardholders. Upon spending ₹50,000 every quarter, users earn 2,000 bonus Reward Points. On spending ₹2 lakhs annually, users will get an Amazon voucher worth ₹500, and on making transactions worth ₹3 lakhs yearly, users will get a Swiggy voucher worth 200. The program is designed to reward users for their spending while excluding certain categories of purchases from qualifying for benefits such as railway transactions, fuel, auto, utilities, insurance, cash, EMI, etc.","{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.99% per month or 47.88% per annum,3.50%,"1% fuel surcharge waiver up to ₹100 on transactions between ₹500 to ₹4,000 | 2.5% of the cash amount or a minimum of ₹500 | ₹99 + GST","2,000 Reward Points and a complimentary movie ticket as a welcome benefit. Vouchers from Amazon and Swiggy on reaching the annual milestone benefits. 1% fuel surcharge waiver up to ₹100. BOGO offers movie tickets up to ₹200.","[""This card comes with a nominal fee of ₹499 plus taxes."", ""The Reward Points can be redeemed for air travel, hotel stays, shopping vouchers, and much more.""]","[""There are no travel perks included with this card."", ""This card does not offer any spend-based waiver to its users.""]",,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-dmi-finance-credit-card/
RBL Bank Edition Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","Rs. 2,000 + GST","Rs. 2,000 + GST","Spend Rs. 4,00,000 in the previous year and get a waiver on the annual fee.",,Reward Points,Edition cash is redeemable on Zomato and can be adjusted against the card’s statement balance.1 Edition Cash = Re. 1.,,"2,000 bonus Edition Cash if Rs. 5,00,000 were spent in the previous year.","{""domestic"": ""2 complimentary domestic lounge visits (per quarter)."", ""international"": ""2 complimentary international lounge visits (per year) with the Priority Pass.""}",The following table summarizes the eligibility criteria that one needs to fulfill before getting the Edition card: Particular Criteria Age Minimum 21 years Income Decent credit score,3.99% per month or 47.88% annually,1.5% + GST,"1%. Waived off for select card members for transactions between Rs. 500 and Rs. 4,000 at the sole discretion of the bank. | 2.5% , subject to a minimum fee of Rs. 500. | Nil","Complimentary Zomato Pro membership which automatically gets renewed every year. Reward Points as Edition Cash (1 Edition Cash = Re. 1). 10 Edition Cash per Rs. 100 spent on Zomato and Blinkit. 1 Edition Cash per Rs. 100 spent on all other spends. 2,000 bonus Edition Cash on spending Rs. 5,00,000 in an anniversary year. Annual fee waiver on expenditure of Rs. 4,00,000 in the preceding year. Complimentary access to domestic and international lounges. Lower international transaction fee of 1.5%. Buy one and get one movie ticket free on BookMyShow once every month (max discount of Rs. 200 per transaction).",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-edition-credit-card/
RBL Bank Icon Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","₹5,000 + GST","₹5,000 + GST",N/A,,Reward Points,"You can easily redeem your reward points against hotels and flights booking. You can also utilize your reward points for purchasing vouchers, gifts, recharge, shopping, lifestyle products, etc. 1 RP = Re. 0.25.",,"You can earn a maximum of 45,000 reward points. You earn 10,000 reward points for spending ₹3 lakhs in a year. You earn 15,000 additional reward points on a yearly spent of ₹5 lakhs. You earn 20,000 additional reward points on spending ₹8 lakhs in a year.","{""domestic"": ""2 Free Visits on Spends of ₹35,000 or More in the Previous Quarter"", ""international"": ""N/A""}",,3.99% Per Month (47.88% Per Annum),3.5% on all international transactions,"Waiver of Rs. 200 per month on valid fuel transactions between Rs. 500-Rs. 4,000. | 2.5% (minimum Rs. 500) | Rs. 99 + GST","Get 20,000 bonus reward points as welcome benefits on card swipe within 30 days of receiving the card. Earn 45,000 bonus reward points as milestone benefits. Earn 20 reward points on every Rs. 100 spent on weekend dining and international spends. Earn 2 reward points on every Rs. 100 spent on retail transactions. Get a 1+1 offer or up to Rs. 200 off on movie tickets twice a month. Get 2 complimentary domestic lounge access per quarter. Complimentary Priority Pass membership. Complimentary golf games & lessons every month. 1% fuel surcharge waiver.",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-icon-credit-card/
RBL Bank iGlobe Credit Card,RBL Bank,Best RBL Bank,,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","₹3,000 + GST","₹3,000 + GST",N/A,,Reward Points,Eaned RP is redeemable at rblrewards website,,,"{""domestic"": ""2 airport lounge access every quarter"", ""international"": ""6 airport lounge access annually""}",,3.99% monthly/ 47.88% annually,1.50%,"1% waiver on fuel transactions between ₹400 to ₹5,000. | 2.5% of the cash amount (min ₹500) | ₹99 + GST",24/7 concierge services are provided to cardholders. Golf privileges are included with this card. A 1% fuel surcharge waiver of up to ₹250 every month on fuel transactions. Milestone benefits are also provided with this card.,[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-iglobe-credit-card/
RBL Bank Insignia Preferred Banking World Card,RBL Bank,Best RBL Bank,Mastercard,"[""Best RBL Bank"", ""Best RBL Bank Credit Cards""]","Nil for Insignia Preferred Banking Customer. ₹7,000 + GST for Others","Nil for Insignia Preferred Banking Customer. ₹7,000 + GST for Others",Waiver of Annual Charges on Spends of ₹10 Lakh in a Year (Valid for Fee Variant),,,"Reward Points redeemable for e-vouchers, mobile recharges, flight bookings, etc. 1 RP = Re 0.25 (approx)",,"After spending ₹8 lakh or more in a year, cardholders shall get gift vouchers worth ₹8,000. These vouchers can be chosen from a wide list of brands, including but not limited to Taj Experiences, Croma, Amazon, MakeMyTrip, and Myntra. Complete details regarding milestone vouchers are available here .","{""domestic"": ""2 Complimentary Domestic Lounge Access Per Quarter"", ""international"": ""6 complimentary international lounge access every year via Priority Pass""}",,Ranges from 2.5% to 3.4% Per Month,1.50%,"1% fuel surcharge waived for transactions between Rs. 500 and Rs. 4,000 (max cap Rs. 250 per month applicable) | 2.5% of the transaction amount, subject to a minimum charge of Rs. 500 | Nil","5 Reward Points for every ₹100 spent on domestic transactions. 10 Reward Points for every ₹100 spent on international transactions. 2 complimentary lounge access every quarter across airports in India. Priority Pass membership with 6 complimentary international lounge visits every calendar year. Benefits worth ₹8,000 on expenditure of ₹8 lakh in the previous year. Flat ₹500 off on movie ticket bookings on BookMyShow. 24×7 concierge service for assistance regarding all kinds of bookings. 1% fuel surcharge waiver for transactions between ₹500 and ₹4,000 (max waiver capped at ₹250 per month).",[],[],,cardinsider.com,https://cardinsider.com/rbl-bank/rbl-bank-insignia-prefered-banking-world-card/
