card_name,issuing_bank,issuing_bank_raw,card_network,categories,joining_fee,annual_fee,fee_waiver_condition,reward_rate,reward_structure,redemption_options,welcome_benefits,milestone_benefits,lounge_access,eligibility,interest_rate_apr,forex_markup,other_charges,key_features,pros,cons,rating,source_site,source_url
Times Black ICICI Bank Credit Card,ICICI Bank,Best ICICI Bank,Visa,"[""Best Credit Cards for Air India Maharaja Club"", ""Best Credit Cards for Complimentary Roadside Assistance"", ""Best Credit Cards for Free International Airport Lounge Access"", ""Best ICICI Bank"", ""Best ICICI Bank Credit Cards"", ""Top 10 Super Premium Credit Cards in India"", ""Top 20 Best Credit Cards in India 2026"", ""Top Credit Cards With Trip Cancellation in India""]","₹20,000 + GST","₹20,000 + GST",Annual Fee Waiver on Spends of ₹25 Lakhs in a Year,,Reward Points,"Redeem Reward Points for Airmiles, Cash, and More",,,"{""domestic"": ""Unlimited Domestic Airport Lounge Access"", ""international"": ""Unlimited Complimentary Lounge Access at International Airports""}",,3.75% (Monthly),1.49%,"1% Fuel Surcharge Waiver (Up to ₹1,000 Each Statement Cycle) | No Cash Withdrawal Charges | N/A","Times Black ICICI Bank Credit Card is a premium card offering specially designed for ultra-high-net individuals. This card offers privileges and benefits that are beneficial to those who want the best. This card comes at a joining and annual cost of ₹20,000. Cardholders shall get 24/7 domestic and international concierge services. Upto 35% discount on luxury and chauffeur-driven rental cards with Avis. Enjoy complimentary international and domestic airport lounge access with this card.","[""This card hosts so many luxurious and premium benefits, such as helicopter city transfers, access to exclusive Times Group events, and discounts at Quorum Club.""]","[""For such a premium credit card, which has high joining and annual charges, this card still imposes a 1.49% Forex fee. This is quite disappointing, as several credit cards with lower fees offer zero Forex charges."", ""The annual fee waiver threshold is quite high, ₹25 lakh per annum. Even premium credit cards like SBI Aurum have a lower threshold of ₹12 lakh each year.""]",,cardinsider.com,https://cardinsider.com/icici-bank/times-black-icici-bank-credit-card-review/
IDBI Aspire Platinum Credit Card,IDBI Bank,IDBI Bank,,"[""IDBI Bank"", ""IDBI Bank Credit Cards""]",Nil,Nil,N/A,,N/A,The delight points can be redeemed for a wide array of gifts vouchers providing you with lifestyle benefits. The points accumulated can be redeemed for cashback,"As a welcome benefit, you get 500 Delight points on using your credit card for transactions worth Rs 1500 or above within 30 days of issuance of the card. Moreover, you get 300 Delight points on using your credit card for transactions worth Rs 1500 or above within 31 to 90 days of the issuance of the card.",,"{""domestic"": ""N/A"", ""international"": ""N/A""}",Applicant should be of 21 years to 60 years in case of a salaried employee Applicant should be of 21 years to 65 years in case of self-employed. The applicant should be a resident of India Add-on cardholders should be 18 years old.,2.9% per month (34.8% per annum),3.5% on the conversion amount,1% surcharge waiver on fuel transactions between Rs 400 to Rs 4000 | 2.5% on the withdrawal amount subject to minimum of Rs 500 | Nil,N/A,[],[],,cardinsider.com,https://cardinsider.com/idbi-bank/idbi-aspire-platinum-credit-card/
IDBI Bank Imperium Platinum Credit Card,IDBI Bank,IDBI Bank,Visa,"[""IDBI Bank"", ""IDBI Bank Credit Cards""]",Nil,₹499 + GST,"Renewal fee waiver on spends of Rs. 75,000 in a year",,Reward Points,1 Reward Point = ₹0.25 Redeemable on IDBI Delight Reward Portal,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","The applicant should be the age of 18 years or above The applicant should make a fixed deposit of Rs 20,000 or more with the IDBI Bank Fixed deposits held by HUF, Minor, NGO, Trust, Societies, Club, Partnership, and Private & Public Ltd companies shall not be eligible for the Imperium Platinum credit card.",2.9% per month,3.5% of the conversion amount,"1% Waiver on Fuel Transactions Between ₹400 and ₹4,000 | 2.5% on the withdrawal amount subject to a minimum charge of Rs 500 | Rs 100 per redemption request","500 Welcome bonus Delight points on the spending of Rs 1500 within 30 days of card issuance 300 Welcome bonus Delight points on the spending of Rs 1500 between 31 to 90 days of card issuance 2 Delight Points on every Rs 150 spent shopping, movies, and traveling using your IDBI Bank Imperium Platinum credit card",[],[],,cardinsider.com,https://cardinsider.com/idbi-bank/idbi-bank-imperium-platinum-credit-card/
IDBI Bank Royale Signature Credit Card,IDBI Bank,IDBI Bank,Visa,"[""IDBI Bank"", ""IDBI Bank Credit Cards""]",Nil,Nil,,,,"Delight Points redeemable on the IDBI Delights portal for cashback, merchandise, flight tickets, mobile recharges, hotel reservations, gift cards, movie tickets, etc.",,,"{""domestic"": ""1 Complimentary domestic airport lounge access every quarter under the Visa domestic lounge program."", ""international"": null}",The age of the primary cardmember must be between 21 years and 60 years (for salaried applicants) or 65 years (for the self-employed applicants). Add-on cardholder(s) must be above the age of 18 years. Primary and add-on cardholder(s) must be resident(s) of India.,2.5% per month,3.5% of the transaction amount,"1% fuel surcharge waived off at all fuel stations across India for transactions between Rs. 500 and Rs. 4,000 (max waiver capped at Rs. 500) | 2.5% of the transaction amount, subject to a minimum charge of Rs. 500. | Rs. 99 + GST","Reward Points are credited as Delight Points to your credit card account. 750 Delight Points on first usage of the card (min transaction of Rs. 1,500) within 30 days or 400 Delight Points on first usage of the card between 31 and 90 days. 3 Delight Points for every Rs. 100 spent using the card. 1% fuel surcharge waiver at all filling stations across India for transactions between Rs. 400 and Rs. 5,000 (max waiver capped at Rs. 500 per month). Personal air travel insurance cover worth Rs. 25 lakh. Complimentary domestic airport lounge access under the Visa domestic lounge program (max 1 lounge visit per quarter). Cardmember not liable for any fraudulent transaction post reporting the loss of card to the bank. Up to two add-on credit cards for the cardholder’s family members. Delight Points and credit limit are shared amongst the primary and all add-on cardmembers. Exclusive Visa offers on hotel reservations, car rentals, and airport shopping.",[],[],,cardinsider.com,https://cardinsider.com/idbi-bank/idbi-bank-royale-signature-credit-card/
IDBI Winnings RuPay Select Credit Card,IDBI Bank,IDBI Bank,RuPay,"[""IDBI Bank"", ""IDBI Bank Credit Cards""]",NIL,₹899 + GST,"The renewal fee will be waived off on spending Rs. 90,000 in the previous year.",,Reward Points,"Redeem delight points for making payments for dining, shopping, utility bills, holidays, gifts and entertainment.",,,"{""domestic"": ""2 complimentary access to domestic lounges each quarter"", ""international"": ""4 complimentary access to international lounges each year""}",,3.40% p.m.,3.50%,1% fuel surcharge waived at all petrol pumps across India on transactions between Rs. 400 – Rs. 4000. The maximum waiver of fuel surcharges is Rs. 400 per month. | 2.50% or a minimum of Rs. 500 | Rs. 99,"The IDBI Winnings RuPay Select Credit Card comes with no joining fee. As a welcome benefit, get 10% cashback up to Rs. 500 on all transactions. 500 delight points on making 5 transactions worth Rs. 1000 per month. Get double delight points in your Birthday month. 2 delight points on every Rs. 100 spent on this card. Covers accidental death and permanent disability insurance up to Rs. 10 lakhs for each. Avail 1% fuel surcharge waiver, maximum waiver of Rs. 400 per month.",[],[],,cardinsider.com,https://cardinsider.com/idbi-bank/idbi-bank-winnings-rupay-select-credit-card/
IDBI Euphoria World Credit Card,IDBI Bank,IDBI Bank,,"[""IDBI Bank"", ""IDBI Bank Credit Cards""]",Nil,"Rs. 1,499 + GST","The renewal fee is waived off if you spend Rs. 1,50,000 or more in the previous year.",,,1 Delight Point = Rs. 0.25.,,,"{""domestic"": ""Complimentary domestic lounge access to selected lounges in India."", ""international"": ""NA""}",The applicant needs to be a resident of India. The age of salaried employees should be between 21 years to 60 years. The age of self-employed individuals should be between 21 years and 65 years. The age of add-on cardholders should be above 18 years.,2.9% per month,3.5% on all foreign currency transactions,"1% fuel surcharge waiver for all transactions between Rs. 400 & Rs. 5,000. | 2.5% of the cash withdrawn or Rs. 500 (whichever is higher) | Rs. 99","No joining fee. You get 3 Delight Points on every Rs. 100 you spend using your IDBI Euphoria World Credit Card. You get 6 Delight Points on every Rs. 100 you spend on Airline/hotel bookings/ Bus bookings/ IRCTC, etc. Welcome gift of 4,000 Delight Points. Complimentary airport lounge access. Insurance cover against air accidents. 1% fuel surcharge waiver up to Rs. 500 per month. Spend-based renewal fee waiver.",[],[],,cardinsider.com,https://cardinsider.com/idbi-bank/idbi-euphoria-world-credit-card/
IDFC First Bank Ashva Metal Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,Visa,"[""Best Credit Card For Complimentary Railway Lounge Access"", ""Best Credit Cards for Complimentary Roadside Assistance"", ""Best Credit Cards for Free Domestic Airport Lounge Access"", ""Best Credit Cards for Free International Airport Lounge Access"", ""Best Credit Cards for International Travel 2026"", ""Best Credit Cards for Movie Tickets in India"", ""Best Golf Credit Cards in India"", ""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards"", ""Top 20 Best Credit Cards in India 2026"", ""Top Credit Cards With Trip Cancellation in India""]","₹2,999 + GST","₹2,999 + GST",N/A,,Reward Points,Redeem for Vouchers/Cash Against Statement or Pay With Points. 1 RP = ₹0.25,,"Cardholders who spend ₹8 lakh in a card anniversary year are eligible for a bonus of 7,500 Reward Points, valued at ₹1,875. This does not seem like much of a benefit, as spending as high as ₹8 lakh in a year can be better rewarded with other cards. For example, by spending ₹4 lakh in a year with the American Express Platinum Travel Credit Card , one can earn more than ₹20,000 in benefits.","{""domestic"": ""4 Complimentary Lounge Access Each Quarter"", ""international"": ""2 Complimentary Lounge Access Each Quarter""}",,Up to 46.2% Annually,1% on International Transactions,1% Waiver on Fuel Surcharge Upto ₹300 | ₹199 | ₹99 +GST,Ashva Credit Card is a rewarding card from IDFC First Bank. It is available in the metal variant. Free movie tickets worth ₹400 are offered on bookings made with District by Zomato. This benefit is available twice each month. Primary and add-on cardholders are offered free domestic and international airport lounge access with the Ashva Card. Spend-based golfing privileges are available with this card.,"[""From domestic airports to international ones and even railway lounges across India, this card offers complimentary lounge access everywhere."", ""With so many complimentary services and the added advantage of Visa Infinite, this card comes at an affordable fee of ₹2,999.""]","[""To fully take advantage of this card, you would need to spend more than ₹20,000 each month. Only when such spending is achieved can you earn 10X Reward Points and get access to free airport lounge visits. So those who can’t accomplish the spend of ₹20,000 month after month cannot fully experience the reward and privileges of this card."", ""This card does not offer a spend-based annual fee waiver. Instead, you would need to pay the fee each year. Cardholders won’t be eligible for any renewal benefit also. All they can get is an annual benefit of ₹1,875 on spending ₹8 lakh in a year.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/ashva-credit-card/
Club Vistara IDFC First Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""Best Credit Cards To Earn Club Vistara Points India"", ""Best Credit Cards in India Providing Club Vistara Membership"", ""Best IDFC FIRST Bank""]","Rs. 4,999 + GST","Rs. 4,999 + GST",N/A,,Air Miles,"CV Points can be redeemed at the Air Vistara website for flight tickets, class upgrades, and other benefits and privileges",,You can get a maximum of 5 complimentary Premium Economy Vistara flight ticket vouchers on achieving the target spend milestone per card anniversary year.,"{""domestic"": ""Get 2 complimentary domestic lounge and spa access per quarter"", ""international"": ""Get 1 complimentary airport lounge access per quarter""}",,"0.75% – 3.5% per month, or 9% – 42% per annum",2.99% of the transaction amount,"N/A | Interest-free withdrawals up to 48 days, a fee of Rs. 199 per transaction after that | Rs. 99 per redemption request","Complimentary Premium Economy flight ticket voucher and 1 Class Upgrade voucher as welcome benefit Complimentary Maharaja Club Silver Membership Up to 6 Maharaja Points per Rs. 200 spent on the card Up to 6000 bonus CV Points on spending Rs. 30,000 in each of the first 3 months of card activation Maximum of 5 complimentary Premium Economy Vistara flight ticket vouchers on achieving the target spending milestone 2 complimentary domestic airport and spa, and 1 international airport lounge access 4 complimentary green fees golf, and 12 golf lessons per year CFAR Trip Cancellation covers up to Rs. 10,000 on flight and hotel bookings twice per year Competitive forex markup fee of 2.99% of the transaction amount","[""Complimentary Club Vistara Silver Tier membership with this card."", ""Complimentary international and domestic lounge access is provided with this card.""]","[""For certain individuals, the membership fees of Rs. 4,999 may seem steep."", ""There is a reward redemption charge of Rs. 99.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/club-vistara-idfc-first-credit-card/
IDFC FIRST Hello Cashback Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]",Nil (LIMITED TIME OFFER),"₹1,000 + GST",Annual Fee Waiver on Spends of ₹2 Lakh,,Cashback,Cashback Earned Will be Credited to Card Account,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,Up to 46.2% Annually,3.50%,1% Waiver Up to ₹100 in a Statement Cycle | ₹199 + GST | N/A,"This is a secured credit card issued against a fixed deposit, so it’s easier to get than a regular unsecured credit card. You need to open a fixed deposit of at least ₹10,000 to get this card, and the credit limit depends on the FD amount. The card is useful for people who want to build or improve their credit score by using the card regularly and paying bills on time. Any cashback you earn is automatically adjusted against your card bill, so there is no need to redeem it separately.","[""The joining charge of ₹1,000 + GST has been waived for a limited time."", ""This card provides useful insurance coverage, including complimentary Roadside Assistance valued at ₹1,399 and Purchase Protection up to ₹25,000.""]","[""The minimum fixed deposit required for this card may feel high for students and young users, who are the primary target audience for this card."", ""In addition, the card does not offer any movie, dining, or travel benefits, which makes it less appealing, especially considering that it carries an annual fee of ₹1,000 plus GST.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/hello-cashback-credit-card/
IDFC Bank FIRST SWYP Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]",₹499 + GST,₹499 + GST,N/A,,Reward Points,Points Can be Redeemed at IDFC First Rewards. Pay With Points Facility Also Available. 1 RP = ₹0.25,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,N/A,3.50%,1% Up to Rs. 200 (Monthly) | Rs. 199 | ₹99 + GST,Reasonable joining fee of Rs. 499. Easily convert your spends into EMIs. Complimentary railway lounge access is provided. Plenty of welcome benefits are offered with this card.,"[""There are numerous welcome benefits associated with this card, such as a free Lenskart Gold membership, 1,000 Reward Points, and Free Times Prime membership."", ""This card comes at an affordable joining/annual charge of Rs. 499.""]","[""While this card grants complimentary access to railway lounges, airport lounge access requires fulfilling referral criteria."", ""You must either pay your full amount due by the due date or convert your pending balance into EMI. Paying the minimum amount due is not an option.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-bank-first-swyp-credit-card/
IDFC FIRST Diamond Reserve Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]","₹3,000 + GST","₹3,000 + GST",Annual Fee Waiver on Spends of ₹6 Lakh in a Year,,Reward Points,1 Reward Point = ₹0.25,,,"{""domestic"": ""2 Visits Each Quarter (For Both Primary and Add-On Cardholders)"", ""international"": ""2 Visits Each Quarter (For Both Primary and Add-On Cardholders)""}",,Monthly Rate – 0.75% – 3.65%. Annual Rate – 9% – 43.8%,Zero (0%),"1% Fuel Surcharge Waiver on Transactions Between ₹200 and ₹5,000 (Maximum ₹300 Per Statement Cycle) | ₹199 | ₹99 + GST","Buy 1 Get 1 movie ticket (up to ₹250 off) twice every month via District by Zomato. Up to 2 complimentary golf rounds or lessons monthly on spends of ₹40,000. No forex charges on international transactions. Complimentary RSA up to 4 times a year, including towing, tyre change & jump start. Get reimbursed up to ₹25,000 for flight or hotel cancellations, even for personal reasons. Personal accident, card liability, purchase protection & travel insurance included. 1 Reward Point = ₹0.25, redeemable easily through the IDFC FIRST rewards portal.","[""Unlike other premium cards, such as Ashva and Mayura, which charge a high fee for add-on cards, the Diamond Reserve Credit Card comes with a nominal add-on fee of ₹499 per add-on card. This can be useful for those who want to share benefits like airport lounge access with family members.""]","[""There are no reward points on international spends, which is quite disappointing since the card is positioned as a premium offering with zero forex charges."", ""The ₹500 welcome voucher included with this card is not worth the ₹3,000 joining fee.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-diamond-reserve-credit-card/
IDFC FIRST Classic Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards"", ""Best Low Interest Credit Cards 2026""]",Lifetime Free,Lifetime Free,N/A,,Reward Points,Redeem for Vouchers and More. 1 Reward Point = ₹0.25,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",The eligibility requirements that need to be fulfilled in order to get approved for the IDFC First Classic Credit Card are as follows: The minimum eligible age required for this credit card is 21 years. The applicant should either be salaried or self-employed with a decent monthly income. The applicant should have a decent credit score.,Upto 3.99% (Monthly Rate) and Annual Rate – 47.88%,3.50%,1% fuel surcharge waiver (up to Rs. 200 per statement cycle) | ₹199 + GST | ₹99 + GST,"The card comes with no joining/renewal fee. Welcome benefit of a gift voucher worth ₹500 and 5% cash back on the value of your first EMI transaction 25% discount on movie tickets on the District app, up to ₹100, once per month. 4 complimentary railway lounge access every quarter. Get free Roadside Assistance worth ₹1399 Get personal accident cover worth ₹2 Lakhs and lost card liability cover worth ₹25,000",[],[],,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-first-classic-credit-card/
IDFC FIRST Digital RuPay Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,"Visa, Mastercard, RuPay","[""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]",₹199 + GST,₹199 + GST,N/A,,Reward Points,N/A,The IDFC FIRST Digital RuPay Credit Card comes with a welcome benefit where users can get 100% cashback of up to ₹200.,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,N/A,N/A,N/A | N/A | N/A,The card comes with a joining fee of  ₹199 + GST. This is a floater card with the primary credit card. It shares the same credit limit as the existing card and uses the same billing cycle and statement as the primary card The card offers a welcome cashback of up to ₹200 You can earn up to 3X Reward Points on eligible UPI spends,"[""The card has a low joining and annual fee of just ₹199 + GST each, making it affordable for most users."", ""As the card supports UPI payments through apps like Google Pay, PhonePe, Paytm, and BHIM, this card is an ideal add-on card for existing IDFC FIRST Bank credit card holders who want UPI.""]","[""Benefits can vary depending on the primary IDFC FIRST card linked with it, which may confuse some users.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-first-digital-rupay-credit-card/
IDFC FIRST EARN Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""5 Best Secured/FD-Based Credit Cards In India"", ""Best Credit Cards for Beginners"", ""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]",NIL for Limited Time,₹499 + GST,Annual Fee Waiver on Spends of ₹1 Lakh & Above,,Cashback,Cashback Credited to Statement,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}",,3.99% and Annual Rate – 47.88%,3.50%,N/A | Monthly Rate 0.75% to 3.65% | N/A,"The FIRST EA₹N Credit Card is a Fixed Deposit-backed credit card. With this card, customers can earn 1% cashback on all UPI spends made with the IDFC app. Earn 0.5% cashback on select categories like insurance, wallet, and utilities. Get a 25% discount upto ₹100 while booking movies with District by Zomato.","[""This card is for new credit users or those with a bad credit history who want to start or improve their credit card journey."", ""Since the IDFC FIRST EA₹N Credit Card is on the RuPay network, it can be easily linked to UPI.""]","[""This credit card does not offer a fuel surcharge waiver, which would discourage users from using it for fuel transactions."", ""The cashback earned on UPI transactions could have been higher than 1% as there are other cards that also offer the same.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-first-earn-credit-card/
IDFC First Gaj Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,Visa,"[""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards""]","₹12,500 + GST","₹12,500 + GST",Spend ₹10 Lakh in a Year for Annual Fee Waiver,,Reward Points,1 Reward Point = ₹1 on Travel Bookings Made Through IDFC FIRST Bank Mobile App,,,"{""domestic"": ""4 Visits Each Quarter, Including 1 Guest Visit"", ""international"": ""4 Visits Each Quarter""}",,Dynamic APR – 8.5% to 46.2%,Zero,1% Fuel Surcharge Waiver Up to ₹300 Each Statement Cycle | ₹199 +GST | ₹99 + GST,"Invite-Only Premium Metal Credit Card designed for high spenders with strong IDFC First Bank relationships. ₹12,500 Annual Fee With Smart Recovery, either via ₹10 lakh spends or 12,500 Reward Points on renewal. Strong Travel-Focused Rewards, offering up to 3.33% returns and ₹1 per point on travel bookings. Zero Forex Markup, making it suitable for international spending. Lifestyle Privileges, Like Golf And Lounge Access, are mostly spend-based. Comprehensive Insurance Coverage, including air accident, travel delays, and card liability protection.","[""Cardholders can get the annual fee waived by spending ₹10 lakh in a year. Even if this spending level is not reached, paying the annual fee earns 12,500 Reward Points, which effectively offsets the annual charge.""]","[""Several benefits promoted with this card are not directly offered by IDFC First Bank. Instead, they come from Visa Infinite and are subject to spend-based conditions, similar to the Visa Infinite Meet & Greet benefit."", ""There are no movie benefits with this premium metal credit card.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-first-gaj-credit-card/
IDFC FIRST Millennia Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""Best Credit Cards for Complimentary Roadside Assistance"", ""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards"", ""Best Lifetime Free Credit Cards India 2026"", ""Best Low Interest Credit Cards 2026""]",Nil,Nil,Nil,,Reward Points,1 Reward Point = ₹0.25,,,"{""domestic"": ""N/A"", ""international"": ""N/A""}","For the issuance of the IDFC First Millennia Credit Card, there are certain basic eligibility criteria that need to be fulfilled- The applicant should be at least 21 years old. Annual income should be more than ₹3 Lakh. The applicant should have a decent credit score with no payment defaults (Preferably above 700).",8.5% to 46.2% Per Annum,3.5% of the total transaction value.,"1% Waiver for Fuel Transactions Between ₹200 and ₹5,000 | ₹199 + GST Per Transaction | ₹99 + GST",Zero annual fee credit card. Comes with never-expiring reward points. Complimentary railway lounge access 4 times in a quarter. Complimentary roadside assistance worth ₹1399 Personal Accidental Cover worth ₹2 lakh on all active cards. Fuel surcharge waiver on all fuel purchases up to ₹200 per month.,"[""With this card, you get complimentary railway lounge access, which is highly beneficial for domestic travelers who prefer to travel by railway."", ""This card has a great advantage as it is a lifetime free card.""]","[""You won’t be provided with any domestic or international airport lounge access with the IDFC First Millennia Credit Card."", ""There is a reward redemption fee of ₹99 with this card.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-first-millennia-card/
IDFC First Private Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards"", ""Top 10 Super Premium Credit Cards in India""]","₹50,000 + GST (~₹59,000)","₹50,000 + GST (~₹59,000)",NA,,Reward Points,1 RP = ₹1 for Travel and Shop and ₹0.25 Everywhere Else,,,"{""domestic"": ""Unlimited Domestic Lounge Access (Primary and Add-On Cardholders)"", ""international"": ""Unlimited International Lounge Access (Primary and Add-On Cardholders)""}","As the IDFC First Private Credit Card is an invite-only credit card, no specific eligibility criteria are mentioned by the card issuer. However, some basic requirements that you might need to fulfill are as follows: Your age should be above 21 years. You should have a high monthly income. You must have an excellent credit score and a good relationship with IDFC First Bank.",0.75% Per Month and 9% Annually,Zero,"1% Surcharge Waiver on Transactions Between ₹200 and ₹5,000 (No Maximum Cap) | Zero Charges Across the Globe | Nil",Invite-only credit card. You earn Karma Points that you can use for charity. Get up to 10x reward Points on your spends. Get up to Rs. 750 discount on movies twice every month. Get complimentary golf rounds every year. Free domestic as well as international lounge access. Air accident cover worth Rs. 1 Crore. No late payment fee and no over-limit charges.,"[""With the IDFC First Private Credit Card, individuals can contribute to society by donating Karma Points to charity."", ""One can easily make rental payments with this card without worrying about any surcharge and even earn rewards for doing so."", ""There are no late payment charges associated with this card.""]","[""The joining and annual charges of this card are pretty high. Only those with a high spending target can fully benefit from this card."", ""There is no clear eligibility criterion, which creates confusion among customers on how to obtain the Private Credit Card.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-first-private-credit-card/
IDFC FIRST Select Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards"", ""Best Lifetime Free Credit Cards India 2026"", ""Best Low Interest Credit Cards 2026"", ""Top 20 Best Credit Cards in India 2026"", ""Top Credit Cards With Trip Cancellation in India""]",Nil,Nil,N/A,,Reward Points,"1 Reward Point = ₹0.25. Redeem Points for Vouchers, Travel, and More",,,"{""domestic"": ""1 Complimentary Domestic Airport Lounge Access Every Quarter (Benefit Can Be Availed By Spending ₹20,000 in the Previous Month)"", ""international"": ""N/A""}","The eligibility requirements that need to be fulfilled in order to get approved for the IDFC First Select Credit Card are as follows: The minimum eligible age required for this credit card is 21 years. The applicant should be either salaried or self-employed, with an annual income of Rs. 12 lakh or more. The applicant should have a decent credit score.",8.5% to 46.2% Per Annum,1.99%,"1% Waiver for Fuel Transactions Between ₹200 and ₹5,000 | ₹199 + GST Per Transaction | ₹99 + GST","Gift vouchers worth ₹500 and 5% cashback on EMI transactions as a welcome benefit. 10x Rewards for spending on travel, dining, and foreign transactions. Low foreign currency markup (1.5%) Complimentary railways and airport lounge access every quarter. Air accident cover worth ₹1 crore and Personal Accident Cover worth ₹5,00,000 Lost card liability covers worth ₹50,000 1% fuel surcharge waived on all fuel purchases","[""This is a lifetime free credit card without any joining or renewal charges.""]","[""Although the card offers several benefits like complimentary airport lounge access, railway lounge access, and buy-one-get-one movie ticket offers, these benefits can only be availed if the cardholder spends ₹20,000 or more in the previous quarter.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-first-select-credit-card/
IDFC FIRST Wealth Credit Card,IDFC FIRST Bank,Best IDFC FIRST Bank,,"[""Best Credit Card For Complimentary Railway Lounge Access"", ""Best Credit Cards for Complimentary Roadside Assistance"", ""Best Credit Cards for Free Domestic Airport Lounge Access"", ""Best Credit Cards with Concierge Services"", ""Best Golf Credit Cards in India"", ""Best IDFC FIRST Bank"", ""Best IDFC FIRST Bank Credit Cards"", ""Best Low Interest Credit Cards 2026"", ""Top Credit Cards With Trip Cancellation in India""]",Nil,Nil,Nil,,Reward Points,Redeem Points at IDFC Rewards Gallery. 1 Reward Point = ₹0.25,,,"{""domestic"": ""Up to 1 Free Visit to Domestic Airport Lounges Per Quarter"", ""international"": ""Up to 1 Complimentary International Lounge Visits Per Quarter""}","The basic eligibility requirements that are required to be fulfilled by individuals in order to get approved for the IDFC First Wealth Credit Card are as follows: The applicant’s age should be at least 21 years. The applicant should be self-employed or salaried with an annual income of ₹36 Lakh or more. A decent credit score would ensure instant, smooth approval for the IDFC FIRST Wealth Credit Card.",From 8.5% – 46.2% Per Annum,1.5% + GST,"1% Waiver Upto ₹300 Each Month for Fuel Transactions Between ₹200 and ₹5,000 | ₹199 + GST | ₹99 + GST","A lifetime free card with exciting privileges. Gift voucher worth ₹500 on spending ₹5,000 within 30 days, and a 5% cashback on the first EMI transaction performed within 30 days of card setup. Low interest rate (0.75%–3.5%) and low foreign-currency markup (1.5%). One complimentary visit to an airport lounge every quarter. Up to one complimentary round of golf every month on spending ₹20,000 monthly. Air accident coverage is worth ₹1 crore, and personal accident coverage is worth ₹10 lakh.","[""One of the biggest pros of the IDFC FIRST Wealth Credit Card is that it is a lifetime-free card without any annual charges or fees."", ""Complimentary welcome voucher worth ₹500.""]","[""Most of the benefits offered by this card are spend-based, including golf access, movie benefits, airport lounge access, and railway lounge access.""]",,cardinsider.com,https://cardinsider.com/idfc-first-bank/idfc-first-wealth-credit-card/
